A,EstadoA,B,EstadoB
BARRA DO RIO AZUL,RS,ITATIBA DO SUL,RS
BARRA FUNDA,RS,CHAPADA,RS
BARRA FUNDA,RS,NOVA BOA VISTA,RS
BARRA FUNDA,RS,NOVO BARREIRO,RS
BARRA FUNDA,RS,SARANDI,RS
BARRACÃO,RS,LAGOA VERMELHA,RS
BARRACÃO,RS,MACHADINHO,RS
BARRACÃO,RS,PINHAL DA SERRA,RS
BARRACÃO,RS,SÃO JOSÉ DO OURO,RS
BARRACÃO,RS,TUPANCI DO SUL,RS
BARRACÃO,RS,CAMPOS NOVOS,SC
BARRACÃO,RS,CELSO RAMOS,SC
BARROS CASSAL,RS,BOQUEIRÃO DO LEÃO,RS
BARROS CASSAL,RS,FONTOURA XAVIER,RS
BARROS CASSAL,RS,GRAMADO XAVIER,RS
BARROS CASSAL,RS,LAGOÃO,RS
BARROS CASSAL,RS,PROGRESSO,RS
BARROS CASSAL,RS,SOLEDADE,RS
BENJAMIN CONSTANT DO SUL,RS,ENTRE RIOS DO SUL,RS
BENJAMIN CONSTANT DO SUL,RS,ERVAL GRANDE,RS
BENJAMIN CONSTANT DO SUL,RS,FAXINALZINHO,RS
BENJAMIN CONSTANT DO SUL,RS,NONOAI,RS
BENJAMIN CONSTANT DO SUL,RS,SÃO VALENTIM,RS
BENTO GONÇALVES,RS,COTIPORÃ,RS
BENTO GONÇALVES,RS,FARROUPILHA,RS
BENTO GONÇALVES,RS,GARIBALDI,RS
BENTO GONÇALVES,RS,MONTE BELO DO SUL,RS
BENTO GONÇALVES,RS,PINTO BANDEIRA,RS
BENTO GONÇALVES,RS,SANTA TEREZA,RS
BENTO GONÇALVES,RS,VERANÓPOLIS,RS
BOA VISTA DAS MISSÕES,RS,DOIS IRMÃOS DAS MISSÕES,RS
BOA VISTA DAS MISSÕES,RS,ERVAL SECO,RS
BOA VISTA DAS MISSÕES,RS,JABOTICABA,RS
BOA VISTA DAS MISSÕES,RS,LAJEADO DO BUGRE,RS
BOA VISTA DAS MISSÕES,RS,PALMEIRA DAS MISSÕES,RS
BOA VISTA DAS MISSÕES,RS,SÃO PEDRO DAS MISSÕES,RS
BOA VISTA DAS MISSÕES,RS,SEBERI,RS
BOA VISTA DO BURICÁ,RS,HUMAITÁ,RS
BOA VISTA DO BURICÁ,RS,NOVA CANDELÁRIA,RS
BOA VISTA DO BURICÁ,RS,SÃO JOSÉ DO INHACORÁ,RS
BOA VISTA DO BURICÁ,RS,SÃO MARTINHO,RS
BOA VISTA DO BURICÁ,RS,SEDE NOVA,RS
BOA VISTA DO BURICÁ,RS,TRÊS DE MAIO,RS
BOA VISTA DO CADEADO,RS,BOZANO,RS
BOA VISTA DO CADEADO,RS,CRUZ ALTA,RS
BOA VISTA DO CADEADO,RS,IJUÍ,RS
BOA VISTA DO CADEADO,RS,JÓIA,RS
BOA VISTA DO CADEADO,RS,PEJUÇARA,RS
BOA VISTA DO CADEADO,RS,TUPANCIRETÃ,RS
BOA VISTA DO INCRA,RS,CRUZ ALTA,RS
BOA VISTA DO INCRA,RS,FORTALEZA DOS VALOS,RS
BOA VISTA DO INCRA,RS,JÚLIO DE CASTILHOS,RS
BOA VISTA DO INCRA,RS,TUPANCIRETÃ,RS
BOA VISTA DO SUL,RS,CARLOS BARBOSA,RS
BOA VISTA DO SUL,RS,CORONEL PILAR,RS
BOA VISTA DO SUL,RS,GARIBALDI,RS
BOA VISTA DO SUL,RS,IMIGRANTE,RS
BOA VISTA DO SUL,RS,POÇO DAS ANTAS,RS
BOA VISTA DO SUL,RS,TEUTÔNIA,RS
BOA VISTA DO SUL,RS,WESTFALIA,RS
BOM JESUS,RS,JAQUIRANA,RS
BOM JESUS,RS,MONTE ALEGRE DOS CAMPOS,RS
BOM JESUS,RS,SÃO FRANCISCO DE PAULA,RS
BOM JESUS,RS,SÃO JOSÉ DOS AUSENTES,RS
BOM JESUS,RS,VACARIA,RS
BOM JESUS,RS,LAGES,SC
BOM JESUS,RS,SÃO JOAQUIM,SC
BOM PRINCÍPIO,RS,FELIZ,RS
BOM PRINCÍPIO,RS,HARMONIA,RS
BOM PRINCÍPIO,RS,SÃO SEBASTIÃO DO CAÍ,RS
BOM PRINCÍPIO,RS,SÃO VENDELINO,RS
BOM PRINCÍPIO,RS,TUPANDI,RS
BOM PROGRESSO,RS,BRAGA,RS
BOM PROGRESSO,RS,CAMPO NOVO,RS
BOM PROGRESSO,RS,HUMAITÁ,RS
BOM PROGRESSO,RS,MIRAGUAÍ,RS
BOM PROGRESSO,RS,SEDE NOVA,RS
BOM PROGRESSO,RS,TRÊS PASSOS,RS
BOM RETIRO DO SUL,RS,CRUZEIRO DO SUL,RS
BOM RETIRO DO SUL,RS,ESTRELA,RS
BOM RETIRO DO SUL,RS,FAZENDA VILANOVA,RS
BOM RETIRO DO SUL,RS,TAQUARI,RS
BOM RETIRO DO SUL,RS,VENÂNCIO AIRES,RS
BOQUEIRÃO DO LEÃO,RS,CANUDOS DO VALE,RS
BOQUEIRÃO DO LEÃO,RS,GRAMADO XAVIER,RS
BOQUEIRÃO DO LEÃO,RS,PROGRESSO,RS
BOQUEIRÃO DO LEÃO,RS,SÉRIO,RS
BOQUEIRÃO DO LEÃO,RS,SINIMBU,RS
BOQUEIRÃO DO LEÃO,RS,VENÂNCIO AIRES,RS
BOSSOROCA,RS,CAPÃO DO CIPÓ,RS
BOSSOROCA,RS,ITACURUBI,RS
BOSSOROCA,RS,SANTIAGO,RS
BOSSOROCA,RS,SANTO ANTÔNIO DAS MISSÕES,RS
BOSSOROCA,RS,SÃO LUIZ GONZAGA,RS
BOSSOROCA,RS,SÃO MIGUEL DAS MISSÕES,RS
BOZANO,RS,IJUÍ,RS
BOZANO,RS,PANAMBI,RS
BOZANO,RS,PEJUÇARA,RS
BRAGA,RS,CAMPO NOVO,RS
BRAGA,RS,CORONEL BICACO,RS
BRAGA,RS,MIRAGUAÍ,RS
BRAGA,RS,REDENTORA,RS
BROCHIER,RS,MARATÁ,RS
BROCHIER,RS,MONTENEGRO,RS
BROCHIER,RS,PAVERAMA,RS
BROCHIER,RS,POÇO DAS ANTAS,RS
BROCHIER,RS,SALVADOR DO SUL,RS
BROCHIER,RS,TEUTÔNIA,RS
BUTIÁ,RS,DOM FELICIANO,RS
BUTIÁ,RS,GENERAL CÂMARA,RS
BUTIÁ,RS,MINAS DO LEÃO,RS
BUTIÁ,RS,PANTANO GRANDE,RS
BUTIÁ,RS,RIO PARDO,RS
BUTIÁ,RS,SÃO JERÔNIMO,RS
CAÇAPAVA DO SUL,RS,CACHOEIRA DO SUL,RS
CAÇAPAVA DO SUL,RS,LAVRAS DO SUL,RS
CAÇAPAVA DO SUL,RS,PINHEIRO MACHADO,RS
CAÇAPAVA DO SUL,RS,SANTANA DA BOA VISTA,RS
CAÇAPAVA DO SUL,RS,SÃO SEPÉ,RS
CACEQUI,RS,DILERMANDO DE AGUIAR,RS
CACEQUI,RS,ROSÁRIO DO SUL,RS
CACEQUI,RS,SÃO GABRIEL,RS
CACEQUI,RS,SÃO PEDRO DO SUL,RS
CACEQUI,RS,SÃO VICENTE DO SUL,RS
CACHOEIRA DO SUL,RS,CANDELÁRIA,RS
CACHOEIRA DO SUL,RS,ENCRUZILHADA DO SUL,RS
CACHOEIRA DO SUL,RS,NOVO CABRAIS,RS
CACHOEIRA DO SUL,RS,PARAÍSO DO SUL,RS
CACHOEIRA DO SUL,RS,RESTINGA SECA,RS
CACHOEIRA DO SUL,RS,RIO PARDO,RS
CACHOEIRA DO SUL,RS,SANTANA DA BOA VISTA,RS
CACHOEIRA DO SUL,RS,SÃO SEPÉ,RS
CACHOEIRINHA,RS,CANOAS,RS
CACHOEIRINHA,RS,ESTEIO,RS
CACHOEIRINHA,RS,GRAVATAÍ,RS
CACHOEIRINHA,RS,PORTO ALEGRE,RS
CACHOEIRINHA,RS,SAPUCAIA DO SUL,RS
CACIQUE DOBLE,RS,MACHADINHO,RS
CACIQUE DOBLE,RS,PAIM FILHO,RS
CACIQUE DOBLE,RS,SANANDUVA,RS
CACIQUE DOBLE,RS,SANTO EXPEDITO DO SUL,RS
CACIQUE DOBLE,RS,SÃO JOÃO DA URTIGA,RS
CACIQUE DOBLE,RS,SÃO JOSÉ DO OURO,RS
CAIBATÉ,RS,GUARANI DAS MISSÕES,RS
CAIBATÉ,RS,MATO QUEIMADO,RS
CAIBATÉ,RS,ROLADOR,RS
CAIBATÉ,RS,SÃO LUIZ GONZAGA,RS
CAIBATÉ,RS,VITÓRIA DAS MISSÕES,RS
CAIÇARA,RS,FREDERICO WESTPHALEN,RS
CAIÇARA,RS,PINHEIRINHO DO VALE,RS
CAIÇARA,RS,VICENTE DUTRA,RS
CAIÇARA,RS,VISTA ALEGRE,RS
CAIÇARA,RS,MONDAÍ,SC
CAMAQUÃ,RS,CERRO GRANDE DO SUL,RS
CAMAQUÃ,RS,CHUVISCA,RS
CAMAQUÃ,RS,CRISTAL,RS
CAMAQUÃ,RS,DOM FELICIANO,RS
CAMAQUÃ,RS,LAGOA DOS PATOS,RS
CAMAQUÃ,RS,SÃO JERÔNIMO,RS
CAMAQUÃ,RS,SÃO LOURENÇO DO SUL,RS
CAMAQUÃ,RS,SENTINELA DO SUL,RS
CAMARGO,RS,MARAU,RS
CAMARGO,RS,NOVA ALVORADA,RS
CAMARGO,RS,SOLEDADE,RS
CAMARGO,RS,VILA MARIA,RS
CAMBARÁ DO SUL,RS,JAQUIRANA,RS
CAMBARÁ DO SUL,RS,SÃO FRANCISCO DE PAULA,RS
CAMBARÁ DO SUL,RS,SÃO JOSÉ DOS AUSENTES,RS
CAMBARÁ DO SUL,RS,JACINTO MACHADO,SC
CAMBARÁ DO SUL,RS,PRAIA GRANDE,SC
CAMBARÁ DO SUL,RS,TIMBÉ DO SUL,SC
CAMPESTRE DA SERRA,RS,CAXIAS DO SUL,RS
CAMPESTRE DA SERRA,RS,IPÊ,RS
CAMPESTRE DA SERRA,RS,MONTE ALEGRE DOS CAMPOS,RS
CAMPESTRE DA SERRA,RS,MUITOS CAPÕES,RS
CAMPESTRE DA SERRA,RS,SÃO MARCOS,RS
CAMPESTRE DA SERRA,RS,VACARIA,RS
CAMPINA DAS MISSÕES,RS,CÂNDIDO GODÓI,RS
CAMPINA DAS MISSÕES,RS,CERRO LARGO,RS
CAMPINA DAS MISSÕES,RS,PORTO LUCENA,RS
CAMPINA DAS MISSÕES,RS,SALVADOR DAS MISSÕES,RS
CAMPINA DAS MISSÕES,RS,SÃO PAULO DAS MISSÕES,RS
CAMPINA DAS MISSÕES,RS,UBIRETAMA,RS
CAMPINAS DO SUL,RS,CRUZALTENSE,RS
CAMPINAS DO SUL,RS,JACUTINGA,RS
CAMPINAS DO SUL,RS,PONTE PRETA,RS
CAMPINAS DO SUL,RS,RONDA ALTA,RS
CAMPINAS DO SUL,RS,TRÊS PALMEIRAS,RS
CAMPO BOM,RS,DOIS IRMÃOS,RS
CAMPO BOM,RS,NOVO HAMBURGO,RS
CAMPO BOM,RS,SAPIRANGA,RS
CAMPO NOVO,RS,CORONEL BICACO,RS
CAMPO NOVO,RS,HUMAITÁ,RS
CAMPO NOVO,RS,SANTO AUGUSTO,RS
CAMPO NOVO,RS,SÃO MARTINHO,RS
CAMPO NOVO,RS,SEDE NOVA,RS
CAMPOS BORGES,RS,ESPUMOSO,RS
CAMPOS BORGES,RS,FORTALEZA DOS VALOS,RS
CAMPOS BORGES,RS,JACUIZINHO,RS
CAMPOS BORGES,RS,QUINZE DE NOVEMBRO,RS
CANDELÁRIA,RS,CERRO BRANCO,RS
CANDELÁRIA,RS,LAGOA BONITA DO SUL,RS
CANDELÁRIA,RS,NOVO CABRAIS,RS
CANDELÁRIA,RS,PASSA SETE,RS
CANDELÁRIA,RS,RIO PARDO,RS
CANDELÁRIA,RS,VALE DO SOL,RS
CANDELÁRIA,RS,VERA CRUZ,RS
CÂNDIDO GODÓI,RS,PORTO LUCENA,RS
CÂNDIDO GODÓI,RS,SANTA ROSA,RS
CÂNDIDO GODÓI,RS,SANTO CRISTO,RS
CÂNDIDO GODÓI,RS,UBIRETAMA,RS
CANDIOTA,RS,HULHA NEGRA,RS
CANDIOTA,RS,PEDRAS ALTAS,RS
CANDIOTA,RS,PINHEIRO MACHADO,RS
CANELA,RS,CAXIAS DO SUL,RS
CANELA,RS,GRAMADO,RS
CANELA,RS,SÃO FRANCISCO DE PAULA,RS
CANELA,RS,TRÊS COROAS,RS
CANGUÇU,RS,CERRITO,RS
CANGUÇU,RS,CRISTAL,RS
CANGUÇU,RS,ENCRUZILHADA DO SUL,RS
CANGUÇU,RS,MORRO REDONDO,RS
CANGUÇU,RS,PELOTAS,RS
CANGUÇU,RS,PIRATINI,RS
CANGUÇU,RS,SÃO LOURENÇO DO SUL,RS
CANOAS,RS,ESTEIO,RS
CANOAS,RS,NOVA SANTA RITA,RS
CANOAS,RS,PORTO ALEGRE,RS
CANUDOS DO VALE,RS,FORQUETINHA,RS
CANUDOS DO VALE,RS,MARQUES DE SOUZA,RS
CANUDOS DO VALE,RS,PROGRESSO,RS
CANUDOS DO VALE,RS,SÉRIO,RS
CAPÃO BONITO DO SUL,RS,ESMERALDA,RS
CAPÃO BONITO DO SUL,RS,LAGOA VERMELHA,RS
CAPÃO BONITO DO SUL,RS,MUITOS CAPÕES,RS
CAPÃO DA CANOA,RS,MAQUINÉ,RS
CAPÃO DA CANOA,RS,TERRA DE AREIA,RS
CAPÃO DA CANOA,RS,XANGRI-LÁ,RS
CAPÃO DO CIPÓ,RS,SANTIAGO,RS
CAPÃO DO CIPÓ,RS,SÃO MIGUEL DAS MISSÕES,RS
CAPÃO DO CIPÓ,RS,TUPANCIRETÃ,RS
CAPÃO DO LEÃO,RS,CERRITO,RS
CAPÃO DO LEÃO,RS,MORRO REDONDO,RS
CAPÃO DO LEÃO,RS,PEDRO OSÓRIO,RS
CAPÃO DO LEÃO,RS,PELOTAS,RS
CAPÃO DO LEÃO,RS,RIO GRANDE,RS
CAPELA DE SANTANA,RS,MONTENEGRO,RS
CAPELA DE SANTANA,RS,NOVA SANTA RITA,RS
CAPELA DE SANTANA,RS,PARECI NOVO,RS
CAPELA DE SANTANA,RS,PORTÃO,RS
CAPELA DE SANTANA,RS,SÃO SEBASTIÃO DO CAÍ,RS
CAPITÃO,RS,ENCANTADO,RS
CAPITÃO,RS,NOVA BRÉSCIA,RS
CAPITÃO,RS,TRAVESSEIRO,RS
CAPIVARI DO SUL,RS,CIDREIRA,RS
CAPIVARI DO SUL,RS,LAGOA DOS PATOS,RS
CAPIVARI DO SUL,RS,OSÓRIO,RS
CAPIVARI DO SUL,RS,PALMARES DO SUL,RS
CAPIVARI DO SUL,RS,SANTO ANTÔNIO DA PATRULHA,RS
CAPIVARI DO SUL,RS,VIAMÃO,RS
CARAÁ,RS,MAQUINÉ,RS
CARAÁ,RS,OSÓRIO,RS
CARAÁ,RS,RIOZINHO,RS
CARAÁ,RS,SANTO ANTÔNIO DA PATRULHA,RS
CARAZINHO,RS,CHAPADA,RS
CARAZINHO,RS,COLORADO,RS
CARAZINHO,RS,COQUEIROS DO SUL,RS
CARAZINHO,RS,NÃO-ME-TOQUE,RS
CARAZINHO,RS,PASSO FUNDO,RS
CARAZINHO,RS,PONTÃO,RS
CARAZINHO,RS,SALDANHA MARINHO,RS
CARAZINHO,RS,SANTA BÁRBARA DO SUL,RS
CARAZINHO,RS,SANTO ANTÔNIO DO PLANALTO,RS
CARLOS BARBOSA,RS,FARROUPILHA,RS
CARLOS BARBOSA,RS,GARIBALDI,RS
CARLOS BARBOSA,RS,SÃO VENDELINO,RS
CARLOS GOMES,RS,CENTENÁRIO,RS
CARLOS GOMES,RS,MAXIMILIANO DE ALMEIDA,RS
CARLOS GOMES,RS,PAIM FILHO,RS
CARLOS GOMES,RS,SÃO JOÃO DA URTIGA,RS
CARLOS GOMES,RS,VIADUTOS,RS
CASCA,RS,MONTAURI,RS
CASCA,RS,NOVA ARAÇÁ,RS
CASCA,RS,PARAÍ,RS
CASCA,RS,SANTO ANTÔNIO DO PALMA,RS
CASCA,RS,SÃO DOMINGOS DO SUL,RS
CASCA,RS,SERAFINA CORRÊA,RS
CASCA,RS,VILA MARIA,RS
CASEIROS,RS,CIRÍACO,RS
CASEIROS,RS,IBIAÇÁ,RS
CASEIROS,RS,IBIRAIARAS,RS
CASEIROS,RS,LAGOA VERMELHA,RS
CASEIROS,RS,MULITERNO,RS
CASEIROS,RS,SANTA CECÍLIA DO SUL,RS
CATUÍPE,RS,CHIAPETTA,RS
CATUÍPE,RS,CORONEL BARROS,RS
CATUÍPE,RS,ENTRE-IJUÍS,RS
CATUÍPE,RS,GIRUÁ,RS
CATUÍPE,RS,IJUÍ,RS
CATUÍPE,RS,INDEPENDÊNCIA,RS
CATUÍPE,RS,INHACORÁ,RS
CATUÍPE,RS,SANTO ÂNGELO,RS
CAXIAS DO SUL,RS,FARROUPILHA,RS
CAXIAS DO SUL,RS,FLORES DA CUNHA,RS
CAXIAS DO SUL,RS,GRAMADO,RS
CAXIAS DO SUL,RS,MONTE ALEGRE DOS CAMPOS,RS
CAXIAS DO SUL,RS,NOVA PETRÓPOLIS,RS
CAXIAS DO SUL,RS,SÃO FRANCISCO DE PAULA,RS
CAXIAS DO SUL,RS,SÃO MARCOS,RS
CAXIAS DO SUL,RS,VALE REAL,RS
CENTENÁRIO,RS,FLORIANO PEIXOTO,RS
CENTENÁRIO,RS,SANANDUVA,RS
CENTENÁRIO,RS,SÃO JOÃO DA URTIGA,RS
CENTENÁRIO,RS,VIADUTOS,RS
CERRITO,RS,MORRO REDONDO,RS
CERRITO,RS,PEDRO OSÓRIO,RS
CERRITO,RS,PIRATINI,RS
CERRO BRANCO,RS,LAGOA BONITA DO SUL,RS
CERRO BRANCO,RS,NOVO CABRAIS,RS
CERRO BRANCO,RS,PARAÍSO DO SUL,RS
CERRO GRANDE,RS,CONSTANTINA,RS
CERRO GRANDE,RS,JABOTICABA,RS
CERRO GRANDE,RS,LAJEADO DO BUGRE,RS
CERRO GRANDE,RS,LIBERATO SALZANO,RS
CERRO GRANDE,RS,NOVO TIRADENTES,RS
CERRO GRANDE,RS,SAGRADA FAMÍLIA,RS
CERRO GRANDE DO SUL,RS,SENTINELA DO SUL,RS
CERRO GRANDE DO SUL,RS,SERTÃO SANTANA,RS
CERRO LARGO,RS,GUARANI DAS MISSÕES,RS
CERRO LARGO,RS,MATO QUEIMADO,RS
CERRO LARGO,RS,ROLADOR,RS
CERRO LARGO,RS,SALVADOR DAS MISSÕES,RS
CERRO LARGO,RS,UBIRETAMA,RS
CHAPADA,RS,NOVA BOA VISTA,RS
CHAPADA,RS,NOVO BARREIRO,RS
CHAPADA,RS,PALMEIRA DAS MISSÕES,RS
CHAPADA,RS,SANTA BÁRBARA DO SUL,RS
CHARQUEADAS,RS,ELDORADO DO SUL,RS
CHARQUEADAS,RS,SÃO JERÔNIMO,RS
CHARQUEADAS,RS,TRIUNFO,RS
CHARRUA,RS,FLORIANO PEIXOTO,RS
CHARRUA,RS,GETÚLIO VARGAS,RS
CHARRUA,RS,IBIAÇÁ,RS
CHARRUA,RS,SANANDUVA,RS
CHARRUA,RS,SERTÃO,RS
CHARRUA,RS,TAPEJARA,RS
CHIAPETTA,RS,IJUÍ,RS
CHIAPETTA,RS,INHACORÁ,RS
CHIAPETTA,RS,NOVA RAMADA,RS
CHIAPETTA,RS,SANTO AUGUSTO,RS
CHIAPETTA,RS,SÃO VALÉRIO DO SUL,RS
CHUÍ,RS,SANTA VITÓRIA DO PALMAR,RS
CHUVISCA,RS,DOM FELICIANO,RS
CIDREIRA,RS,OSÓRIO,RS
CIDREIRA,RS,TRAMANDAÍ,RS
CIRÍACO,RS,DAVID CANABARRO,RS
CIRÍACO,RS,GENTIL,RS
CIRÍACO,RS,MULITERNO,RS
CIRÍACO,RS,SANTA CECÍLIA DO SUL,RS
CIRÍACO,RS,SANTO ANTÔNIO DO PALMA,RS
CIRÍACO,RS,SÃO DOMINGOS DO SUL,RS
CIRÍACO,RS,VANINI,RS
COLINAS,RS,ESTRELA,RS
COLINAS,RS,IMIGRANTE,RS
COLINAS,RS,ROCA SALES,RS
COLINAS,RS,TEUTÔNIA,RS
COLORADO,RS,IBIRUBÁ,RS
COLORADO,RS,LAGOA DOS TRÊS CANTOS,RS
COLORADO,RS,NÃO-ME-TOQUE,RS
COLORADO,RS,SALDANHA MARINHO,RS
COLORADO,RS,SELBACH,RS
CONDOR,RS,NOVA RAMADA,RS
CONDOR,RS,PALMEIRA DAS MISSÕES,RS
CONDOR,RS,PANAMBI,RS
CONDOR,RS,SANTA BÁRBARA DO SUL,RS
CONDOR,RS,SANTO AUGUSTO,RS
CONSTANTINA,RS,ENGENHO VELHO,RS
CONSTANTINA,RS,LIBERATO SALZANO,RS
CONSTANTINA,RS,NOVO XINGU,RS
CONSTANTINA,RS,RONDINHA,RS
CONSTANTINA,RS,SAGRADA FAMÍLIA,RS
CONSTANTINA,RS,TRÊS PALMEIRAS,RS
COQUEIRO BAIXO,RS,NOVA BRÉSCIA,RS
COQUEIRO BAIXO,RS,POUSO NOVO,RS
COQUEIRO BAIXO,RS,PUTINGA,RS
COQUEIRO BAIXO,RS,RELVADO,RS
COQUEIRO BAIXO,RS,TRAVESSEIRO,RS
COQUEIROS DO SUL,RS,PONTÃO,RS
COQUEIROS DO SUL,RS,SARANDI,RS
CORONEL BARROS,RS,ENTRE-IJUÍS,RS
CORONEL BARROS,RS,EUGÊNIO DE CASTRO,RS
CORONEL BARROS,RS,IJUÍ,RS
CORONEL BICACO,RS,DOIS IRMÃOS DAS MISSÕES,RS
CORONEL BICACO,RS,PALMEIRA DAS MISSÕES,RS
CORONEL BICACO,RS,REDENTORA,RS
CORONEL BICACO,RS,SANTO AUGUSTO,RS
CORONEL PILAR,RS,GARIBALDI,RS
CORONEL PILAR,RS,IMIGRANTE,RS
CORONEL PILAR,RS,ROCA SALES,RS
CORONEL PILAR,RS,SANTA TEREZA,RS
COTIPORÃ,RS,DOIS LAJEADOS,RS
COTIPORÃ,RS,FAGUNDES VARELA,RS
COTIPORÃ,RS,MONTE BELO DO SUL,RS
COTIPORÃ,RS,SANTA TEREZA,RS
COTIPORÃ,RS,SÃO VALENTIM DO SUL,RS
COTIPORÃ,RS,VERANÓPOLIS,RS
COXILHA,RS,MATO CASTELHANO,RS
COXILHA,RS,PASSO FUNDO,RS
COXILHA,RS,PONTÃO,RS
COXILHA,RS,SERTÃO,RS
COXILHA,RS,VILA LÂNGARO,RS
CRISSIUMAL,RS,DOUTOR MAURÍCIO CARDOSO,RS
CRISSIUMAL,RS,HORIZONTINA,RS
CRISSIUMAL,RS,HUMAITÁ,RS
CRISSIUMAL,RS,NOVA CANDELÁRIA,RS
CRISSIUMAL,RS,TIRADENTES DO SUL,RS
CRISSIUMAL,RS,TRÊS PASSOS,RS
CRISTAL,RS,SÃO LOURENÇO DO SUL,RS
CRISTAL DO SUL,RS,FREDERICO WESTPHALEN,RS
CRISTAL DO SUL,RS,PINHAL,RS
CRISTAL DO SUL,RS,RODEIO BONITO,RS
CRISTAL DO SUL,RS,SEBERI,RS
CRUZ ALTA,RS,FORTALEZA DOS VALOS,RS
CRUZ ALTA,RS,IBIRUBÁ,RS
CRUZ ALTA,RS,PEJUÇARA,RS
CRUZ ALTA,RS,QUINZE DE NOVEMBRO,RS
CRUZ ALTA,RS,SANTA BÁRBARA DO SUL,RS
CRUZ ALTA,RS,TUPANCIRETÃ,RS
CRUZALTENSE,RS,ENTRE RIOS DO SUL,RS
CRUZALTENSE,RS,PONTE PRETA,RS
CRUZALTENSE,RS,SÃO VALENTIM,RS
CRUZALTENSE,RS,TRÊS PALMEIRAS,RS
CRUZEIRO DO SUL,RS,ESTRELA,RS
CRUZEIRO DO SUL,RS,LAJEADO,RS
CRUZEIRO DO SUL,RS,MATO LEITÃO,RS
CRUZEIRO DO SUL,RS,SANTA CLARA DO SUL,RS
CRUZEIRO DO SUL,RS,VENÂNCIO AIRES,RS
DAVID CANABARRO,RS,IBIRAIARAS,RS
DAVID CANABARRO,RS,MULITERNO,RS
DAVID CANABARRO,RS,SÃO JORGE,RS
DAVID CANABARRO,RS,VANINI,RS
DERRUBADAS,RS,ESPERANÇA DO SUL,RS
DERRUBADAS,RS,TENENTE PORTELA,RS
DERRUBADAS,RS,TRÊS PASSOS,RS
DEZESSEIS DE NOVEMBRO,RS,PIRAPÓ,RS
DEZESSEIS DE NOVEMBRO,RS,ROQUE GONZALES,RS
DEZESSEIS DE NOVEMBRO,RS,SÃO LUIZ GONZAGA,RS
DEZESSEIS DE NOVEMBRO,RS,SÃO NICOLAU,RS
DILERMANDO DE AGUIAR,RS,SANTA MARIA,RS
DILERMANDO DE AGUIAR,RS,SÃO GABRIEL,RS
DILERMANDO DE AGUIAR,RS,SÃO PEDRO DO SUL,RS
DOIS IRMÃOS,RS,IVOTI,RS
DOIS IRMÃOS,RS,MORRO REUTER,RS
DOIS IRMÃOS,RS,NOVO HAMBURGO,RS
DOIS IRMÃOS,RS,SAPIRANGA,RS
DOIS IRMÃOS DAS MISSÕES,RS,ERVAL SECO,RS
DOIS IRMÃOS DAS MISSÕES,RS,PALMEIRA DAS MISSÕES,RS
DOIS IRMÃOS DAS MISSÕES,RS,REDENTORA,RS
DOIS LAJEADOS,RS,FAGUNDES VARELA,RS
DOIS LAJEADOS,RS,GUAPORÉ,RS
DOIS LAJEADOS,RS,SÃO VALENTIM DO SUL,RS
DOIS LAJEADOS,RS,VESPASIANO CORREA,RS
DOM FELICIANO,RS,ENCRUZILHADA DO SUL,RS
DOM FELICIANO,RS,PANTANO GRANDE,RS
DOM FELICIANO,RS,SÃO JERÔNIMO,RS
DOM PEDRITO,RS,LAVRAS DO SUL,RS
DOM PEDRITO,RS,ROSÁRIO DO SUL,RS
DOM PEDRITO,RS,SÃO GABRIEL,RS
DOM PEDRO DE ALCÂNTARA,RS,MORRINHOS DO SUL,RS
DOM PEDRO DE ALCÂNTARA,RS,TORRES,RS
DOM PEDRO DE ALCÂNTARA,RS,TRÊS CACHOEIRAS,RS
DONA FRANCISCA,RS,FAXINAL DO SOTURNO,RS
DONA FRANCISCA,RS,NOVA PALMA,RS
DONA FRANCISCA,RS,RESTINGA SECA,RS
DONA FRANCISCA,RS,SÃO JOÃO DO POLÊSINE,RS
DOUTOR MAURÍCIO CARDOSO,RS,HORIZONTINA,RS
DOUTOR MAURÍCIO CARDOSO,RS,NOVO MACHADO,RS
DOUTOR MAURÍCIO CARDOSO,RS,TUCUNDUVA,RS
DOUTOR RICARDO,RS,ENCANTADO,RS
DOUTOR RICARDO,RS,MUÇUM,RS
DOUTOR RICARDO,RS,PUTINGA,RS
DOUTOR RICARDO,RS,RELVADO,RS
DOUTOR RICARDO,RS,VESPASIANO CORREA,RS
ELDORADO DO SUL,RS,GUAÍBA,RS
ELDORADO DO SUL,RS,LAGOA DOS PATOS,RS
ELDORADO DO SUL,RS,MARIANA PIMENTEL,RS
ELDORADO DO SUL,RS,PORTO ALEGRE,RS
ELDORADO DO SUL,RS,TRIUNFO,RS
ENCANTADO,RS,MUÇUM,RS
ENCANTADO,RS,NOVA BRÉSCIA,RS
ENCANTADO,RS,RELVADO,RS
ENCANTADO,RS,ROCA SALES,RS
ENCRUZILHADA DO SUL,RS,PANTANO GRANDE,RS
ENCRUZILHADA DO SUL,RS,PIRATINI,RS
ENCRUZILHADA DO SUL,RS,RIO PARDO,RS
ENCRUZILHADA DO SUL,RS,SANTANA DA BOA VISTA,RS
ENGENHO VELHO,RS,RONDA ALTA,RS
ENGENHO VELHO,RS,RONDINHA,RS
